n,alpha,beta_mkt,beta_smb,beta_hml,t_alpha,t_mkt,t_smb,t_hml,p_alpha,p_mkt,p_smb,p_hml,r2,adj_r2
241,0.0031657060368071423,-0.009929554746079278,-0.030905733804981787,-0.13974011483399185,16.584636936612757,-0.8836712496611745,-2.5599041261085342,-5.242372774307169,1.5909291026223248e-41,0.37776921904973615,0.011091764458470925,3.507169468320055e-07,0.14195683118628044,0.13109552525192947
