n,alpha,beta_mkt,beta_smb,beta_hml,t_alpha,t_mkt,t_smb,t_hml,p_alpha,p_mkt,p_smb,p_hml,r2,adj_r2
241,0.0031657060368071427,-0.009929554746079311,-0.03090573380498181,-0.1397401148339919,16.584636936612753,-0.8836712496611769,-2.5599041261085356,-5.24237277430717,1.5909291026223248e-41,0.37776921904973493,0.01109176445847089,3.5071694683200425e-07,0.14195683118628044,0.13109552525192947
