Code,cycles,P25_min,P50_min,P75_min
000559.SZ,4,1104.3878249999998,4322.397158333333,10424.184045833334
000560.SZ,48,2877.3501375,5758.9735083333335,10817.824345833333
000561.SZ,21,4328.686183333333,7216.949,27093.804333333333
000563.SZ,31,3419.8007416666665,9833.624833333333,17120.131675
000564.SZ,44,3923.176529166667,8618.842416666666,14389.360400000001
000565.SZ,19,4303.393083333333,10057.203,18617.357924999997
000566.SZ,33,5563.872683333333,10079.247983333333,17279.218816666667
000567.SZ,4,2385.0895375,2800.9182499999997,11219.471704166666
000568.SZ,51,3067.161341666667,7088.196983333333,12796.366258333333
000570.SZ,21,4314.458516666667,11519.695516666667,30237.187666666665
000571.SZ,17,5740.56635,7410.961333333334,18506.793333333335
000572.SZ,5,2865.9836666666665,12944.8235,20161.56485
000573.SZ,27,2742.875325,5757.727333333333,12161.062825
000576.SZ,25,4358.558,12675.947683333334,30236.880983333333
000581.SZ,4,41643.291541666666,52373.92083333334,111819.1857125
000582.SZ,3,63172.550075,104898.56348333333,110028.03423333334
000584.SZ,99,1435.9227666666666,2878.5923166666666,5767.154008333333
000586.SZ,38,2891.1414291666665,5764.163341666666,18177.644916666664
000589.SZ,1,8620.6865,8620.6865,8620.6865
000590.SZ,2,24116.1501125,35279.080575,46442.0110375
000591.SZ,10,16303.236725,40063.669583333336,69874.50319583333
000592.SZ,77,2850.155,5478.676166666667,8666.606666666667
000593.SZ,3,3685.629841666667,5740.272016666667,5747.613008333334
000595.SZ,40,2518.8922666666667,7204.7175916666665,19142.9395125
000596.SZ,41,1645.0825166666666,5472.979333333334,8592.138516666666
000597.SZ,8,3893.784495833333,13675.747749999999,39255.379095833334
000598.SZ,1,49149.817983333334,49149.817983333334,49149.817983333334
000599.SZ,28,3905.1012375,9943.338333333333,20156.750720833334
000600.SZ,7,5769.26835,18723.620166666668,45355.40040833333
000601.SZ,17,7008.9918333333335,14641.412166666667,18723.406683333335
000603.SZ,11,9435.107658333334,21584.676983333335,46751.396
000605.SZ,11,7910.4275,12944.13865,22332.663999999997
000607.SZ,28,7205.181591666667,12970.206591666667,19401.561791666667
000608.SZ,75,1445.8830916666666,4312.264666666667,8645.349508333333
000609.SZ,31,1439.5224916666666,4310.1703333333335,8630.191416666667
000610.SZ,40,2879.4304416666664,7198.659333333333,12608.962454166667
000612.SZ,9,11520.08965,18714.545666666665,90706.97416666667
000615.SZ,43,1443.9294166666666,4317.608816666667,7072.18815
000617.SZ,4,41055.151375,49689.66666666667,83124.54658333334
000619.SZ,4,10427.0450375,11519.652916666666,12971.994916666667
000620.SZ,46,1510.249525,3495.378241666667,7179.259779166667
000622.SZ,85,1438.7043333333334,2879.9526833333334,6967.4865
000623.SZ,3,14373.470166666666,25927.428516666667,73355.44385000001
000625.SZ,29,4345.702333333334,11250.977183333333,18734.66185
000626.SZ,19,7906.906158333333,14404.637333333334,33808.585325
000627.SZ,61,2843.8191666666667,5628.073016666666,10066.111483333334
000628.SZ,29,5757.717683333333,15840.6975,24474.77465
000629.SZ,3,1429.7992416666666,1468.28165,18014.050241666664
000630.SZ,2,52.9552125,58.098258333333334,63.241304166666666
000631.SZ,12,2575.9996666666666,6480.251666666667,12225.1681375
000632.SZ,10,1438.7541666666666,3598.048083333333,7203.74525
000633.SZ,22,5051.335791666666,12238.015666666666,21590.001291666667
000635.SZ,23,4176.160833333333,10077.0625,23752.781325
000636.SZ,8,14737.848554166667,27239.060833333337,98802.69334583334
000637.SZ,7,17261.877416666666,25918.216166666665,37419.772825
000638.SZ,43,2877.782416666667,5767.721333333333,10074.990008333334
000639.SZ,1,40370.757183333335,40370.757183333335,40370.757183333335
000650.SZ,3,61812.63891666667,122202.33233333334,201500.47883333333
000652.SZ,5,11499.1805,11513.753666666667,15821.69935
000655.SZ,7,4322.434341666667,11494.0485,66981.00500833333
000656.SZ,79,2054.1100833333335,4321.45665,9339.152675000001
000657.SZ,3,46812.783416666665,72033.8955,72717.83892499999
000659.SZ,55,2846.6670916666667,6988.74365,8642.616066666666
000661.SZ,38,3352.3594125,5720.625416666667,12612.126454166668
000663.SZ,44,2867.8887083333334,6471.424008333333,17634.058795833334
000665.SZ,32,2895.2325791666667,6479.828325,9287.964333333333
000668.SZ,20,1440.2082625,2876.0579916666666,10024.392458333334
000669.SZ,23,1422.2059250000002,1500.0698333333332,5609.525758333333
000670.SZ,42,3243.428375,7794.016158333333,16916.910841666668
000672.SZ,1,21600.6285,21600.6285,21600.6285
000676.SZ,14,3958.8225875,16458.163249999998,28125.913350000003
000677.SZ,35,1444.9245833333334,4291.6765,8627.40465
000678.SZ,46,1444.970425,5766.31975,14096.3858
000679.SZ,74,1441.9122666666667,4311.606083333333,8269.918954166666
000681.SZ,13,10089.19865,28800.10165,52975.710166666664
000682.SZ,10,12178.350866666668,23644.141675,63583.404462499995
000683.SZ,2,61191.74666666666,90710.1295,120228.51233333332
000685.SZ,1,72028.602,72028.602,72028.602
000686.SZ,6,22471.6420125,33741.27349166667,43913.03525833333
000688.SZ,9,11514.551,20157.746516666666,40437.3805
000690.SZ,9,21383.247333333333,48958.0645,66031.59615
000691.SZ,9,2805.9053166666667,5756.613333333334,14400.386683333334
000692.SZ,59,2857.2511833333338,6931.756,10102.981841666668
000695.SZ,25,2868.8771833333335,7203.389483333333,14362.24365
000697.SZ,10,4331.482995833334,15831.14375,31680.993375
000698.SZ,20,5403.6230875,9942.3721,14405.944995833333
000700.SZ,8,24633.1680875,36719.43024166666,66902.03483333334
000701.SZ,39,2879.6591583333334,7212.850166666667,20135.225908333334
000702.SZ,49,1444.3846666666666,7198.156016666667,12974.223483333333
000703.SZ,1,11491.996,11491.996,11491.996
000705.SZ,5,12966.613,18695.747833333335,66241.071
000707.SZ,2,56924.47815,83552.12598333333,110179.77381666667
000708.SZ,2,24906.0713375,26672.984175,28439.8970125
000709.SZ,43,1655.3829083333333,5792.307833333333,12208.208908333334
000710.SZ,21,7111.3229833333335,14476.942333333332,34559.04183333334
000711.SZ,16,1410.9366666666667,2864.6642333333334,7229.636083333333
000712.SZ,19,7888.253741666666,19930.4705,35153.48649166667
000713.SZ,14,8968.352533333333,18709.997916666667,47173.828625
000715.SZ,9,1435.777,7205.30085,21586.294166666667
000716.SZ,22,3240.9914041666666,8543.887408333332,22293.734433333335
000717.SZ,48,4302.30275,5744.811416666666,11467.759570833332
000718.SZ,44,1428.055125,2866.2252333333336,7187.724375
000719.SZ,10,14868.221749999999,28022.048741666666,33258.61727916666
000720.SZ,3,3578.0520833333335,5722.698166666667,10061.632000000001
000721.SZ,42,2879.9943875,8640.666833333333,19428.643991666664
000722.SZ,20,6800.750745833333,16527.944,29535.196529166667
000723.SZ,15,15035.70075,21608.063166666667,36730.77431666667
000725.SZ,2,14060.550625,20895.904583333337,27731.25854166667
000726.SZ,5,23048.530683333334,37224.40135,44627.93901666666
000727.SZ,82,2872.4250041666664,4332.92925,8627.771666666666
000728.SZ,4,7002.35045,69849.40216666667,157562.20217499998
000729.SZ,9,8854.697166666667,11246.677666666666,66246.79933333333
000731.SZ,6,23397.012070833334,59723.113425,103698.51399166667
000733.SZ,31,5789.4875,8642.173,20872.316075000002
000735.SZ,13,7187.706816666667,28767.66065,31674.67148333333
000736.SZ,1,5470.4925,5470.4925,5470.4925
000737.SZ,12,7209.877170833333,17996.917175,51762.00852916667
000738.SZ,3,22291.592075,38842.96233333334,47508.91915833333
000739.SZ,8,8633.9656375,25232.860666666667,46567.7943375
000750.SZ,29,4324.545833333334,8653.709166666667,15799.191166666667
000751.SZ,14,4261.307945833333,7159.274841666667,16483.68233333333
000752.SZ,8,2895.3302791666665,7881.0835916666665,8991.370345833333
000753.SZ,33,4326.524333333334,10055.76865,18717.96483333333
000755.SZ,2,1446.860875,2892.81225,4338.763625
000756.SZ,4,15500.517833333335,26746.692499999997,56649.91083333333
000757.SZ,46,2832.1061125,5780.805158333334,12967.572124999999
000758.SZ,4,8294.126375,39526.66325833333,96703.64363749999
000759.SZ,34,2873.4016708333334,6477.232733333334,18766.128945833334
000761.SZ,24,3743.471833333333,9982.335658333333,19543.9017125
000762.SZ,32,5193.246458333333,9464.320749999999,20817.783916666667
000766.SZ,21,8648.444833333333,18672.65965,43185.34715
000767.SZ,29,1439.0965,5771.935,12761.914016666668
000768.SZ,8,15116.7987875,56165.63225833334,79480.499
000777.SZ,4,12962.087295833335,20164.05525,42476.25820416667
000779.SZ,2,23780.063029166668,25922.92824166667,28065.793454166665
000782.SZ,13,4323.244316666666,15881.776983333333,20162.73215
000783.SZ,4,2304.3231666666666,12092.623758333333,95704.33464166668
000785.SZ,54,3113.6040791666665,7111.921983333334,11551.112666666666
000786.SZ,1,4334.186016666667,4334.186016666667,4334.186016666667
000788.SZ,5,18715.608,28622.418816666668,109420.22168333334
000789.SZ,4,26641.669125,29508.2065,32742.978499999997
000790.SZ,12,2512.4766666666665,6375.072991666667,13270.420654166666
000791.SZ,8,8142.760191666666,15853.618841666666,22304.177308333336
000792.SZ,7,29443.608583333335,40121.396,55382.495241666664
000793.SZ,85,1441.257,4310.88115,8601.759683333334
000795.SZ,7,15104.745166666668,32900.06283333333,48955.86433333333
000796.SZ,13,1431.1563166666667,4333.1595,5779.24285
000797.SZ,15,6484.782408333333,10077.0125,14394.971091666666
000798.SZ,21,2879.852516666667,12966.122666666666,21598.44215
000799.SZ,31,2756.0671583333333,8626.29885,12824.471741666666
000800.SZ,2,86320.05183333333,155467.67933333333,224615.30683333334
000801.SZ,14,13307.471174999999,21634.092925,39958.836545833336
000802.SZ,12,7236.1473625,14508.685333333335,20519.096945833335
000803.SZ,6,5762.918508333333,5775.196733333333,16559.760120833336
000807.SZ,1,87743.64133333333,87743.64133333333,87743.64133333333
000809.SZ,47,2713.7331750000003,5776.68465,10022.431250000001
000810.SZ,18,8425.568870833333,10814.101825,43923.09786666666
000811.SZ,2,1525.1856666666665,2992.8205000000003,4460.455333333333
000812.SZ,1,249.9595,249.9595,249.9595
000813.SZ,42,2734.9169541666665,4299.101758333333,7133.775833333333
000815.SZ,32,5759.000529166667,10082.0005,20142.913845833333
000816.SZ,21,2624.7228333333333,4306.139516666667,10013.886516666667
000818.SZ,37,5554.04065,8743.413666666667,15857.050833333333
000819.SZ,1,10057.753333333334,10057.753333333334,10057.753333333334
000820.SZ,47,2881.0937583333334,5755.866666666667,10790.875666666667
000821.SZ,24,4897.754204166667,10078.388408333332,25196.476429166665
000822.SZ,10,8995.254666666668,28841.198508333335,92896.64783333334
000825.SZ,12,8211.1607625,23131.231,63948.194375
000826.SZ,19,2770.9844249999996,7199.640516666666,11508.97525
000828.SZ,2,17843.421150000002,21480.207316666667,25116.993483333332
000829.SZ,1,8596.7185,8596.7185,8596.7185
000830.SZ,3,33010.29449166666,64573.888166666664,194275.91425833333
000831.SZ,8,16393.5604625,28792.121175,37088.951862500006
000833.SZ,7,7918.208425,10147.695333333333,25200.30416666667
000836.SZ,19,2764.1952333333334,8571.109016666667,12924.098324999999
000837.SZ,16,4013.7472375,17860.369325,39239.268800000005
000838.SZ,31,3580.1841583333335,7178.067483333333,9189.744825
000839.SZ,9,1423.289,1542.23065,5750.520183333333
000848.SZ,2,36372.4761375,43926.43259166667,51480.38904583333
000850.SZ,10,1441.8006208333334,3594.189083333333,13324.2339
000851.SZ,10,8583.116566666667,8639.466416666666,14754.171504166667
000852.SZ,3,12279.386916666666,17309.979983333335,31667.281241666664
000856.SZ,15,9358.790825,21595.83635,31705.086333333333
000858.SZ,15,10040.417916666667,33282.601,46692.486000000004
000859.SZ,2,26999.973679166666,42481.39050833334,57962.8073375
000860.SZ,1,12901.927183333333,12901.927183333333,12901.927183333333
000861.SZ,43,1572.6609083333333,5528.697816666667,8630.69175
000862.SZ,18,6847.809875,15628.578075000001,21618.0565375
000863.SZ,40,2887.5777666666663,7913.432825,19066.1688625
000868.SZ,29,2866.0581666666667,6967.308016666667,18711.214516666667
000869.SZ,8,5187.895291666667,9392.601733333333,34131.05780416667
000875.SZ,4,42069.96697083333,72849.63976666666,106326.56442916667
000876.SZ,4,26239.593741666667,54006.12574166667,103009.0369625
000877.SZ,10,6440.231845833333,12092.397516666668,58496.66745833334
000878.SZ,4,19066.75375,25893.625333333333,32379.619333333336
000880.SZ,17,7198.658166666667,25700.879333333334,44651.12548333334
000881.SZ,14,10441.228695833333,21052.723491666668,48449.11858333333
000882.SZ,19,2156.159008333333,5721.879983333333,13622.152241666667
000883.SZ,1,1241.4166666666667,1241.4166666666667,1241.4166666666667
000885.SZ,4,8770.040779166666,15710.34265,41799.10057083333
000886.SZ,1,37412.33466666667,37412.33466666667,37412.33466666667
000887.SZ,1,24659.693316666668,24659.693316666668,24659.693316666668
000888.SZ,19,4324.154241666667,11519.125,35272.277825
000889.SZ,87,1434.9801666666667,2878.041,7180.34025
000890.SZ,6,2538.6494583333333,7903.387008333333,18708.120933333335
000892.SZ,56,2819.1181333333334,5838.707241666667,11871.217666666667
000893.SZ,25,5718.12315,10113.470016666666,26124.75935
000895.SZ,3,27298.525508333332,51656.61835,213694.16591666668
000897.SZ,37,1449.9633333333334,5751.3285166666665,8633.009
000898.SZ,19,3581.729991666667,8359.942683333333,13666.3386
000899.SZ,13,7218.975816666667,14411.021983333334,23043.978666666666
000900.SZ,3,13633.844258333334,20153.892516666667,75612.40426666666
000901.SZ,16,2800.6797541666665,7194.845741666666,45228.620833333334
000903.SZ,15,1442.7769916666666,2884.8175,5737.7845
000905.SZ,2,5404.183383333333,6480.92875,7557.674116666667
000906.SZ,8,21123.332008333335,31706.550833333335,57889.84541666666
000908.SZ,52,4214.837066666667,7193.856925,12958.592829166666
000909.SZ,15,1431.5049916666667,4323.247666666667,14526.267749999999
000910.SZ,12,17148.570166666665,22946.404000000002,40486.478695833335
000911.SZ,17,4322.6590166666665,8611.4455,14469.488166666666
000912.SZ,21,6968.121983333333,14403.5855,28779.083683333334
000913.SZ,6,12193.395541666667,24494.64975,50756.85545833333
000915.SZ,10,10066.617320833333,13064.528416666666,71611.02470416667
000917.SZ,2,41395.890804166665,64057.84109166667,86719.79137916667
000919.SZ,9,18489.981316666668,29028.4715,58855.7395
000920.SZ,7,32377.595666666668,62164.17566666667,80711.01525
000921.SZ,18,5730.233041666666,12352.503341666667,35649.734945833334
000922.SZ,5,10063.265833333333,17040.028333333332,30017.2095
000923.SZ,10,10284.528179166666,43203.89466666667,67325.27533333334
000925.SZ,27,4322.513675,8654.749,18802.676591666666
000926.SZ,4,8285.341670833333,15117.41675,24470.820249999997
000927.SZ,39,2877.7205833333337,6934.941833333333,15746.215175
000928.SZ,1,180113.8265,180113.8265,180113.8265
000929.SZ,36,3962.5023291666666,7919.011083333333,15853.5929875
000931.SZ,16,8253.104404166666,17272.755758333333,39224.40645833333
000932.SZ,12,18549.510829166666,22949.301075000003,44142.77962083333
000933.SZ,17,4524.639483333333,18712.633833333333,50451.56151666667
000935.SZ,13,11621.294483333333,22769.750333333333,47435.4735
000936.SZ,22,7042.8837125,15134.229166666666,26288.851441666666
000937.SZ,5,4329.655,38953.58165,113725.12848333333
000938.SZ,6,33763.6445125,56020.91216666667,78487.41358333333
000948.SZ,23,5038.060583333334,14399.4005,25208.310250000002
000949.SZ,25,7199.1485,12999.17185,28806.676316666668
000950.SZ,8,33139.01636666666,53119.04984166667,70939.81407916667
000951.SZ,7,5745.563425,45863.12265,51885.03958333333
000952.SZ,27,6574.665583333333,11327.522483333334,18022.844158333333
000953.SZ,43,2890.764925,5758.85715,11516.7065
000955.SZ,8,6124.048954166667,8618.851408333334,15484.378279166667
000957.SZ,23,5747.23875,10085.050333333333,25203.289758333332
000958.SZ,1,15762.14285,15762.14285,15762.14285
000960.SZ,8,20216.4126,32409.535741666667,61561.356125
000961.SZ,16,2671.1363666666666,6520.414008333333,12218.75475
000962.SZ,7,4333.4329,12946.596816666666,28820.03675
000963.SZ,9,16985.055666666667,25735.74901666667,46072.765666666666
000965.SZ,4,2471.427,3565.512908333333,5757.719279166667
000966.SZ,9,15626.021,40377.74465,48700.91933333333
000967.SZ,2,133114.70158333334,176984.20366666667,220853.70575000002
000968.SZ,4,7168.905429166666,10760.265266666665,14380.598341666668
000969.SZ,5,3997.1525166666665,56148.091,116606.50966666666
000972.SZ,46,3239.6186541666666,5774.427825000001,15477.95575
000973.SZ,4,13660.298499999999,18715.725925,33129.6500125
000975.SZ,13,14456.763166666668,31877.96431666667,48800.82266666667
000976.SZ,31,1417.982,4071.0016666666666,5619.034575
000977.SZ,14,12235.9105375,28796.017816666666,40250.25925
000978.SZ,4,7571.5759875,19410.319,29120.421808333333
000980.SZ,82,1441.7150833333333,5021.432816666667,8633.239041666668
000981.SZ,45,2881.2398166666667,5767.025166666666,10266.625816666667
000982.SZ,29,2869.801516666667,5761.06735,8663.549833333333
000983.SZ,4,9363.262554166668,15164.38335,89307.58347083333
000985.SZ,14,3596.990541666667,12340.357083333332,20165.006995833333
000988.SZ,3,130.15241666666668,256.00933333333336,1567.4344166666667
000989.SZ,3,2388.24035,3117.448516666667,44657.44291666667
000990.SZ,7,13674.73625,28782.9945,76153.79999166666
000993.SZ,7,7179.0124166666665,10076.879166666668,23777.836508333334
000995.SZ,56,3955.259625,5767.889841666667,11481.614620833334
000996.SZ,27,1436.2760916666666,2894.3005166666667,8613.854916666667
000997.SZ,18,14223.771625000001,17363.506658333332,37379.774516666665
000999.SZ,10,721.3654125,25900.271675,88998.91645416667
001201.SZ,3,742.9059916666666,1453.1156666666666,11524.233241666665
001202.SZ,25,5733.198666666666,10074.028166666667,34549.99116666667
001203.SZ,5,51617.08316666666,64862.41585,67564.31966666666
001205.SZ,1,45.020833333333336,45.020833333333336,45.020833333333336
001206.SZ,13,5593.040983333333,10031.429483333333,31670.056816666667
001207.SZ,17,5721.9563333333335,17279.86985,28803.8715
001208.SZ,16,4311.2340125,10795.145583333335,23404.383833333333
001209.SZ,23,7201.746999999999,12963.31815,18724.19466666667
001210.SZ,9,4314.33565,11533.707833333334,17276.10616666667
001211.SZ,9,1440.97185,8635.483,17278.845
001212.SZ,15,1450.6634333333334,2880.4784833333333,15835.513333333332
001213.SZ,6,7780.826337500001,23825.146166666666,104581.24563333332
001215.SZ,44,2877.1125375,10071.9421,16555.769791666666
001216.SZ,20,4276.251066666667,11515.66025,22023.183695833333
001217.SZ,33,4319.71835,10074.427183333333,20159.985516666668
001218.SZ,7,2882.3065833333335,8609.33465,13579.349325000001
001219.SZ,3,9357.979333333333,10076.462,16559.86740833333
001222.SZ,2,24115.3116625,25196.472658333332,26277.633654166668
001223.SZ,7,2158.866591666667,10076.440683333334,20881.001
001225.SZ,43,4317.742666666667,8669.864316666666,12951.21875
001226.SZ,54,2874.402841666667,5757.973575,12594.047554166666
001227.SZ,27,2878.2402416666664,5787.202666666667,13769.741658333332
001228.SZ,14,2680.8034749999997,15093.298666666666,20158.815162500003
001229.SZ,18,4316.075791666667,12240.187833333333,19072.882891666668
001230.SZ,12,3956.3102166666667,5877.0551749999995,12232.131208333334
001231.SZ,28,1439.498,5036.432683333333,37075.51763333334
001234.SZ,32,4289.3880125,9353.736675,25203.116008333334
001236.SZ,2,11131.816154166667,12226.726325,13321.636495833334
001238.SZ,33,2879.29415,8636.004683333333,20155.94
001239.SZ,25,4316.167016666666,8634.175833333333,11520.254
001255.SZ,45,2868.2850166666667,7199.761816666667,15836.510183333334
001256.SZ,10,2874.6198000000004,10786.137416666666,16924.686779166666
001258.SZ,7,7279.935741666666,11527.94235,35980.699
001259.SZ,40,4316.030954166667,8635.713333333333,16187.631216666667
001260.SZ,14,1439.012625,1442.336825,5757.038545833333
001266.SZ,36,4319.718345833334,7919.1171583333335,15838.4147625
001267.SZ,21,10084.897316666667,14424.320183333333,22994.401
001268.SZ,25,4324.2080166666665,10081.775,24480.029983333334
001269.SZ,10,2881.222170833333,7198.3989249999995,15837.2937125
001270.SZ,16,3963.7603458333333,16552.665491666667,20672.621779166668
001278.SZ,41,2878.6973333333335,7194.945333333333,15834.846333333333
001283.SZ,56,1480.5727375,7205.587908333333,11878.597908333333
001286.SZ,2,128642.86620833335,173524.07775,218405.28929166668
001287.SZ,15,7199.742591666667,10081.612183333333,40318.223075
001288.SZ,11,17281.718741666667,25834.5105,51119.66358333333
001289.SZ,3,90099.16158333333,119510.85866666667,137500.15875
001296.SZ,1,14176.292833333333,14176.292833333333,14176.292833333333
001298.SZ,17,2884.1203333333333,10079.872316666666,20159.293166666666
001299.SZ,27,3599.333583333333,8645.373816666666,18000.759583333333
001300.SZ,21,4320.2,8637.92635,11517.322483333333
001301.SZ,23,6364.406758333333,11519.927016666667,24470.417666666668
001306.SZ,28,1440.4688333333334,4316.617333333334,7198.6163916666665
001308.SZ,7,4321.829241666666,5756.77665,12955.28
001309.SZ,31,2881.8520166666667,5765.81435,16561.548258333332
001311.SZ,10,5389.1065875,17150.337333333333,18733.19844583333
001313.SZ,9,2889.2270166666667,8623.329016666667,30200.430183333334
001314.SZ,70,2878.6480291666667,5742.433675,10079.152320833333
001316.SZ,11,2884.7749083333333,7189.415816666667,16558.394075
001317.SZ,37,5753.515183333333,10082.9295,20145.78115
001318.SZ,29,2677.1224833333335,8647.497983333333,15837.401666666667
001319.SZ,33,2879.8678333333332,7192.312666666667,14404.060183333333
001322.SZ,15,17994.348916666666,28723.233666666667,43226.202
001324.SZ,22,1440.7513458333333,5039.571841666667,10074.980245833332
001326.SZ,1,11505.358333333334,11505.358333333334,11505.358333333334
001328.SZ,28,4320.336516666666,13779.8935,24805.3088
001330.SZ,28,2527.250845833333,7914.605491666667,17955.462287500002
001331.SZ,14,4675.961420833333,10076.965508333333,24120.784516666667
001332.SZ,6,1441.7404999999999,2155.007,12593.9425125
001333.SZ,3,6478.024258333334,11525.3705,24480.102658333337
001336.SZ,8,1362.0227833333333,4313.392575,12210.463045833332
001337.SZ,21,5755.274666666666,11513.455316666666,23032.767983333335
001338.SZ,6,38168.91416666667,46073.70091666667,76664.96366666666
001339.SZ,51,2875.9861499999997,7203.725333333334,16558.777658333333
001358.SZ,9,8632.881516666666,11520.07735,27359.256516666668
001360.SZ,15,2875.062,7205.129333333333,13675.644816666667
001366.SZ,11,1419.92975,1437.72,13679.398991666665
001367.SZ,45,1439.1393333333333,7184.843,10077.864316666666
001368.SZ,9,1439.9655,7203.50635,12957.771166666667
001373.SZ,62,2873.4072499999997,5760.0700916666665,10075.046550000001
001376.SZ,34,1815.056875,5771.258841666667,15470.228625
001378.SZ,7,1431.4229166666667,1437.06065,9361.2085
001380.SZ,3,4315.50975,7198.682666666667,7207.721333333333
001696.SZ,14,3599.6613416666664,15835.156008333333,26999.97370833333
001872.SZ,2,2205.1692375000002,4343.475324999999,6481.7814124999995
001896.SZ,30,3971.8744333333334,12230.722666666667,20858.51875
001914.SZ,12,18336.001833333336,30219.75833333333,41558.512416666665
001965.SZ,3,16526.959841666667,18734.063,20741.87108333333
001979.SZ,15,8638.107916666666,20168.26085,40261.636325
002001.SZ,6,21700.144,30226.708158333335,46460.534954166666
002002.SZ,1,2953.37835,2953.37835,2953.37835
002003.SZ,3,11375.095266666667,18700.960016666668,22313.984175
002004.SZ,2,87854.93370833332,92144.10475,96433.27579166667
002005.SZ,2,3551.1221541666664,5718.788491666666,7886.454829166666
002006.SZ,4,2473.3991,3605.414008333333,4686.5080375
002007.SZ,12,3948.585725,13773.16775,40225.0919125
002008.SZ,11,4120.267508333333,28806.85515,56166.54290833333
002009.SZ,30,3290.465708333333,7899.857325,18003.696583333334
002010.SZ,1,25653.418833333333,25653.418833333333,25653.418833333333
002011.SZ,4,1449.0210833333333,4305.454175,13290.210720833333
002012.SZ,42,4260.2180708333335,7211.112258333333,16199.016983333335
002014.SZ,1,9869.923016666668,9869.923016666668,9869.923016666668
002015.SZ,27,5635.544841666667,11551.267333333333,25090.563008333334
002016.SZ,5,14374.599316666667,15568.543683333333,20409.197816666667
002017.SZ,1,265.48198333333335,265.48198333333335,265.48198333333335
002019.SZ,2,7202.055554166666,14403.141925,21604.22829583333
002020.SZ,7,20260.12875,46052.11683333333,102946.17268333334
002021.SZ,7,2857.6855833333334,2869.8558333333335,6469.327333333334
002022.SZ,30,3234.145929166667,11396.531916666667,24802.917304166665
002024.SZ,2,4119.0253875,5147.170925,6175.316462500001
002025.SZ,10,7634.632083333333,15154.022908333334,33666.967887499995
002026.SZ,16,5427.7600375,10696.832841666666,23031.471983333333
002027.SZ,6,49017.98182916667,72717.29890833334,84765.450375
002028.SZ,24,4245.139795833333,10925.243833333334,23304.134625
002029.SZ,2,7918.9967625,11518.861508333333,15118.726254166668
002030.SZ,1,39198.187333333335,39198.187333333335,39198.187333333335
002031.SZ,65,2690.552833333333,5529.498516666667,8645.045666666667
002032.SZ,5,2880.649316666667,13005.43835,92088.48116666666
002033.SZ,8,24126.640758333335,37457.416983333336,68748.98070833334
002034.SZ,4,71145.84832083333,117248.96915833333,151555.41950416667
002035.SZ,10,14069.49,39585.24208333333,70182.48733333334
002036.SZ,9,4221.1606833333335,21484.43135,30241.497683333335
002038.SZ,2,9318.2981625,10039.638491666667,10760.978820833334
002039.SZ,6,11032.480254166667,25089.53143333333,50073.642212499995
002040.SZ,1,25.184333333333335,25.184333333333335,25.184333333333335
002041.SZ,13,5717.616333333333,30219.48101666667,37505.9005
002042.SZ,32,3970.7923249999994,11522.821591666667,21960.203870833335
002043.SZ,1,41772.94616666667,41772.94616666667,41772.94616666667
002044.SZ,1,56390.23718333333,56390.23718333333,56390.23718333333
002045.SZ,29,5759.842166666666,10097.307,25904.530333333332
002046.SZ,1,38954.049166666664,38954.049166666664,38954.049166666664
002047.SZ,17,2866.250666666667,5726.58035,8615.23985
002048.SZ,3,79246.24092499999,96668.34885,215261.53960000002
002049.SZ,5,37432.8965,40126.8945,41758.550833333335
002050.SZ,10,4839.225666666667,13761.213674999999,25101.1629875
002051.SZ,2,98841.650275,112928.61906666667,127015.58785833334
002052.SZ,7,3552.1105,8628.533833333333,10084.652075
002053.SZ,3,49689.57281666667,66246.00915,230370.62790833332
002054.SZ,10,10788.092320833333,23762.805249999998,47132.64425416666
002055.SZ,45,4312.737816666667,8638.843016666666,14359.424166666666
002056.SZ,21,4207.00065,15846.524833333333,25907.926183333333
002057.SZ,5,1231.5525166666666,34566.106,51832.57618333333
002058.SZ,18,1441.986125,5749.684325,10080.747620833334
002059.SZ,13,10088.106483333333,25934.04665,59036.70516666667
002060.SZ,18,7814.805125000001,12226.722666666668,34523.940024999996
002061.SZ,3,4948.636341666666,8440.42335,8533.340258333334
002062.SZ,3,9340.04825,11501.4125,15835.873758333335
002063.SZ,1,10069.0,10069.0,10069.0
002064.SZ,6,19578.706958333332,53290.42283333333,113079.52270833333
002065.SZ,11,13650.463183333333,24277.825,49054.70733333333
002066.SZ,10,4681.087100000001,7923.147408333334,18356.991004166666
002067.SZ,41,4264.000166666667,7188.158683333333,12857.506183333333
002068.SZ,30,5765.1872125,8649.062416666668,20133.777966666665
002069.SZ,17,5781.15185,8694.772333333332,18723.704333333335
002072.SZ,28,2391.2755833333335,7171.305591666667,13390.846208333332
002073.SZ,3,2870.779991666667,4314.8545,13686.988741666668
002074.SZ,1,1443.4773166666666,1443.4773166666666,1443.4773166666666
002075.SZ,7,5020.147683333333,12962.297316666667,23749.736083333333
002076.SZ,7,1398.6118999999999,1452.6535,3578.4509166666667
002077.SZ,31,6513.917083333334,14131.388983333334,20177.350666666665
002078.SZ,9,5998.368183333333,18459.13433333333,28794.336983333335
002079.SZ,16,11141.454425,16663.508,32443.04820416667
002080.SZ,17,5498.322833333334,8648.799166666666,30322.337833333335
002081.SZ,11,7947.937333333333,12895.333666666667,29537.924991666667
002082.SZ,23,2880.223016666667,14390.328666666666,32391.706333333335
